PROPERTY.TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,SQUARE.FEET,LOT.SIZE,YEAR.BUILT,Dollar/SQUARE.FEET,LATITUDE,LONGITUDE,DAYS.ON.MARKET
Single Family Residential,1993 Lyon Ave,Riverside,CA,92503,1150000,5,3,2931,53143,2025,392,33.877184,-117.458649,96
Single Family Residential,1963 W Linda Vista Ave,Porterville,CA,93257,915000,4,3,2711,53143,2001,338,36.1051859,-119.061501,106
Single Family Residential,36358 Lakepointe Ln,Palmdale,CA,93550,1350000,5,5,5036,53143,2005,268,34.5417712,-118.115811,110
Single Family Residential,212 Oakview Dr,Azusa,CA,91702,888000,3,2,1442,53234,1996,616,34.1342403,-117.9093799,15
Multi-Family (2-4 Unit),933 New Depot St,Los Angeles,CA,90012,699000,4,2,1732,53323,1976,404,34.0660505,-118.245926,102
Single Family Residential,950 S Spring Meadow Dr,West Covina,CA,91791,2080000,4,3.5,4455,53346,1965,467,34.0571475,-117.8829252,13
Single Family Residential,27003 Cliffie Way,Canyon Country,CA,91387,1754000,3,3,3400,53450,2004,516,34.4055299,-118.4015586,35
Single Family Residential,27506 Aster Way,Saugus,CA,91350,1229000,4,4,3516,53482,2018,350,34.4351341,-118.4954059,26
Single Family Residential,207 SADDLEBOW Rd,Bell Canyon,CA,91307,3500000,6,5.5,5437,53578,1987,644,34.2126286,-118.7077282,51
Single Family Residential,2805 Snow Line Dr,Pinon Hills,CA,92372,579000,3,2.5,2458,53579,2005,236,34.404052,-117.600698,19
Single Family Residential,23830 Los Codona Ave,Torrance,CA,90505,1189000,4,2.5,1784,53697,1996,666,33.8080668,-118.3525455,67
Single Family Residential,20020 Symeron Rd,Apple Valley,CA,92307,569000,4,2.5,2100,54000,2025,271,34.534455,-117.227559,4
Single Family Residential,8770 Sky Line Dr,Pinon Hills,CA,92372,449888,3,2,1441,54014,1983,312,34.4093846,-117.6043116,73
Single Family Residential,2302 Delfs Ln,Rowland Heights,CA,91748,2698000,8,8.5,4533,54148,1988,595,33.9758112,-117.866926,41
Single Family Residential,2302 Delfs Ln,Rowland Heights,CA,91748,2698000,8,8.5,4533,54148,1988,595,33.9758112,-117.866926,42
Single Family Residential,2302 Delfs Ln,Rowland Heights,CA,91748,2698000,8,8.5,4533,54148,1988,595,33.9758112,-117.866926,42
Single Family Residential,30903 Carmen Dr,Canyon Country,CA,91390,1125000,3,2,2408,54297,2007,467,34.4701704,-118.4197626,55
Single Family Residential,28625 Shady Tree Ln,Winchester,CA,92596,550000,4,2.5,2707,54450,1978,203,33.7050977,-117.1143099,1
Single Family Residential,6785 Saddleback Rd,Joshua Tree,CA,92252,449000,2,3,1050,54450,1960,428,34.1296965,-116.3300402,3
Single Family Residential,6767 Peterson Rd,29 Palms,CA,92277,329000,2,2,992,54450,1985,332,34.1303654,-116.1854538,3
Single Family Residential,10883 Milpas Dr,Apple Valley,CA,92308,454900,3,2.5,2866,54450,1990,159,34.4498873,-117.1029723,4
Single Family Residential,9172 Frontier St,Hanford,CA,93230,1350000,5,4.5,4442,54450,2000,304,36.340131,-119.7050175,12
Single Family Residential,2396 Cape Horn Ave,Julian,CA,92036,899000,3,2.5,2020,54450,2025,445,33.0775906,-116.5967811,25
Single Family Residential,22318 Casa De Carol,Ramona,CA,92065,865000,3,3,1911,54450,2005,453,32.9894538,-116.8483095,26
Single Family Residential,1561 Old Woman Springs Rd,Yucca Valley,CA,92284,239900,2,1,1066,54450,1957,225,34.2247235,-116.4378869,32
Single Family Residential,9040 W Lilac Rd,Escondido,CA,92026,925000,4,2.5,1595,54450,1975,580,33.3002163,-117.1383842,47
Single Family Residential,9415 Yucca St,Apple Valley,CA,92308,389000,4,3,2155,54450,1963,181,34.4228694,-117.1914826,55
Single Family Residential,5204 E Avenue T4,Palmdale,CA,93552,699000,3,2,1356,54450,1985,515,34.538505,-118.036204,56
Single Family Residential,7330 Valley Vista Ave,Yucca Valley,CA,92284,420000,1,1,940,54450,1962,447,34.1198358,-116.413372,72
Single Family Residential,6613 Sunnyhill Rd,Joshua Tree,CA,92252,399000,3,2,1998,54450,1993,200,34.1329212,-116.3277344,88
Multi-Family (2-4 Unit),11779 Dronfield Ave,Pacoima,CA,91331,1999500,9,5,3373,54450,1952,593,34.2838868,-118.4111442,103
Single Family Residential,7780 Solitude Ct,Riverside,CA,92506,1350888,4,3.5,3509,54450,2009,385,33.9111571,-117.362541,110
Single Family Residential,7780 Solitude Ct,Riverside,CA,92506,1350888,4,3.5,3509,54450,2009,385,33.9111571,-117.362541,110
Single Family Residential,7985 Deer Trl,Yucca Valley,CA,92284,279900,2,1,1222,54450,1951,229,34.1068364,-116.4440377,115
Single Family Residential,3720 Sweeten Ln,Barstow,CA,92311,475000,3,3,2227,54450,1952,213,34.8634296,-117.1234553,143
Single Family Residential,71730 Jaguar Way,Palm Desert,CA,92260,3250000,4,4,3552,54450,1974,915,33.687564,-116.4132156,158
Single Family Residential,7415 La Mesa Rd,Phelan,CA,92371,395000,3,2,1375,54450,1993,287,34.4847298,-117.4925483,193
Single Family Residential,28157 Church St,Barstow,CA,92311,319000,4,2,1088,54450,1959,293,34.882486,-117.045947,299
Single Family Residential,22029 Canon Dr,Topanga,CA,90290,1999999,4,5,3550,54603,1989,563,34.1250108,-118.6068433,28
Single Family Residential,27403 Garza Dr,Saugus,CA,91350,899900,4,2,1815,54643,1972,496,34.4430855,-118.528523,3
Single Family Residential,7940 W Herndon Ave,Fresno,CA,93723,1290000,3,2.25,3520,54881,1935,366,36.8372163,-119.9339619,212
Single Family Residential,2923 Canonita Dr,Fallbrook,CA,92028,1650000,4,3,3740,54886,1965,441,33.3511289,-117.1939853,27
Single Family Residential,2658 Braided Mane Dr,Diamond Bar,CA,91765,1568000,4,3,2646,55041,1985,593,33.9759817,-117.8080592,124
Single Family Residential,2658 Braided Mane Dr,Diamond Bar,CA,91765,1568000,4,3,2646,55041,1985,593,33.9759817,-117.8080592,124
Single Family Residential,2658 Braided Mane Dr,Diamond Bar,CA,91765,1568000,4,3,2646,55041,1985,593,33.9759817,-117.8080592,124
Single Family Residential,109 Pitch,Irvine,CA,92618,1850000,4,3.5,2879,55067,2018,643,33.6856147,-117.7275212,12
Single Family Residential,102 Pattern,Irvine,CA,92618,1699000,3,2.5,2445,55129,2020,695,33.670048,-117.716748,54
Single Family Residential,31601 Hwy 330,Running Springs Area,CA,92382,1500000,8,9,5922,55321,1984,253,34.2044119,-117.1139282,19
Single Family Residential,21825 Canyon Dr,Wildomar,CA,92595,750000,3,2,1477,55321,1988,508,33.6228311,-117.2782478,105
Single Family Residential,20544 Galloway Dr,Canyon Country,CA,91350,824999,3,3,2078,55468,2018,397,34.4286338,-118.4980357,63
Single Family Residential,32722 Wagon Wheel Rd,Agua Dulce,CA,91390,820000,3,2,1782,55583,1989,460,34.4889022,-118.3652731,55
Single Family Residential,7 Bell Canyon Rd,Bell Canyon,CA,91307,2190000,4,3,4661,55713,1986,470,34.2039976,-118.6727364,103
Single Family Residential,1597 Parkview Dr,Vista,CA,92081,1599900,4,3,3072,55756,1990,521,33.1578151,-117.2398614,10
Single Family Residential,15225 Ramona Rd,Apple Valley,CA,92307,447800,4,3,1940,55756,1972,231,34.5283095,-117.1925429,14
Single Family Residential,364 Rancho Camino,Fallbrook,CA,92028,1295000,3,2.5,2170,55756,1976,597,33.3112915,-117.2415142,68
Single Family Residential,525 Fortuna Ave,Vista,CA,92084,1749000,5,4.5,4334,55756,2007,404,33.2310357,-117.2347713,73
Multi-Family (2-4 Unit),26279 Monroe Ave,Murrieta,CA,92562,749988,3,2,1440,55757,1979,521,33.5396838,-117.1759577,18
Single Family Residential,377 Rancho Camino,Fallbrook,CA,92028,1495000,3,3,3244,55757,1990,461,33.3125098,-117.2423294,80
Single Family Residential,41380 La Sierra Rd,Temecula,CA,92591,1489000,4,3.5,4460,56192,2006,334,33.5182041,-117.137826,10
Single Family Residential,1524 Benedict Canyon Dr,Beverly Hills,CA,90210,2500000,4,4.5,5300,56346,1931,472,34.0991608,-118.431509,150
Single Family Residential,193 N Maple Ave,Fontana,CA,92335,1600000,3,2,1285,56375,1958,1245,34.10114,-117.404652,130
Single Family Residential,4418 Woodley Ave,Encino,CA,91436,3200000,6,4,3318,56522,1955,964,34.1510741,-118.4824046,145
Single Family Residential,9075 Mesa Vista St,Apple Valley,CA,92308,729900,4,3,3031,56628,1959,241,34.4166222,-117.1807224,11
Single Family Residential,3048 Street Of The Chimes,Chino Hills,CA,91709,3580000,6,6.5,5039,56628,1999,710,34.0005885,-117.7389797,25
Single Family Residential,9054 Palomar Trl,Lucerne Valley,CA,92356,398000,3,2.5,2209,56628,1957,180,34.417605,-116.8743275,38
Single Family Residential,2740 Los Alisos Dr,Fallbrook,CA,92028,1480000,3,3,2543,56628,1992,582,33.3713419,-117.2049493,83
Single Family Residential,6805 Aviano Dr,Camarillo,CA,93012,2495000,6,5,4549,57063,1989,548,34.2418988,-118.9754697,12
Single Family Residential,13918 Putney Rd,Poway,CA,92064,1697500,4,3,2060,57063,1972,824,32.9653664,-117.0310002,38
Multi-Family (2-4 Unit),6417 Crescent St St,Highland Park,CA,90042,1380000,5,3,1624,57230,1924,850,34.117416,-118.1790416,74
Single Family Residential,22751 Plummer St,Chatsworth,CA,91311,2999999,6,7,7786,57319,2003,385,34.2435184,-118.6232057,79
Single Family Residential,9698 Welk View Dr,Escondido,CA,92026,2349000,4,4.5,4179,57499,1993,562,33.2367606,-117.1285948,23
Single Family Residential,26742 San Felipe Rd,Warner Springs,CA,92086,350000,2,2,1884,57499,1930,186,33.19491,-116.611542,34
Single Family Residential,2240-1/8 Buena Creek Rd,Vista,CA,92084,1499000,5,3.5,4350,57499,1992,345,33.184004,-117.204974,41
Single Family Residential,13327 Calle Colina,Poway,CA,92064,2950000,6,5.5,4261,57499,1995,692,33.0169358,-117.0420451,103
Single Family Residential,1561 Lookout Dr,Agoura Hills,CA,91301,1799000,4,3.5,3903,57758,1986,461,34.1012799,-118.757344,10
Single Family Residential,13861 E Avenue G6,Lancaster,CA,93535,300000,3,2.5,1028,57763,1948,292,34.729215,-117.881183,165
Single Family Residential,4341 W Dakota Ave,Fresno,CA,93722,1160000,4,3,3712,57934,1978,313,36.786004,-119.8700962,20
Single Family Residential,24140 St Helena Ct,Ramona,CA,92065,775000,4,2.5,2239,57934,2001,346,33.0243834,-116.8081771,53
Single Family Residential,42440 Kaweah River Dr,Three Rivers,CA,93271,1650000,3,3,1645,57935,2008,1003,36.4516646,-118.8977024,418
Single Family Residential,10931 W Shadow Hills Ave,Los Angeles,CA,91040,2050000,4,3.5,4188,58037,2004,489,34.2652242,-118.3683414,12
Single Family Residential,2250 Indian Creek Rd,Diamond Bar,CA,91765,3680000,6,9,7456,58232,2003,494,33.984311,-117.8030456,48
Single Family Residential,2250 Indian Creek Rd,Diamond Bar,CA,91765,3680000,6,9,7456,58232,2003,494,33.984311,-117.8030456,48
Single Family Residential,41918 Whittier Ave,Hemet,CA,92544,554900,3,1,1369,58370,1929,405,33.7371517,-116.9294607,6
Single Family Residential,17010 Butterfield Trl,Poway,CA,92064,3295000,7,5.5,5755,58370,1998,573,33.0209403,-117.0321384,12
Single Family Residential,45985 Ridge Rd,Posey,CA,93260,225000,2,1.75,902,58370,1961,249,35.8064692,-118.6270374,49
Single Family Residential,1578 Twin Oaks Cir,Corona,CA,92881,2499999,5,4.5,4811,58370,2003,520,33.8194013,-117.551295,265
Single Family Residential,1578 Twin Oaks Cir,Corona,CA,92881,2499999,5,4.5,4811,58370,2003,520,33.8194013,-117.551295,266
Single Family Residential,36435 Jomar St,Oak Glen,CA,92399,1200000,5,4.5,4371,58458,1981,275,34.042879,-117.0099226,11
Single Family Residential,26895 Highway 33,Fellows,CA,93224,200000,3,2,2090,58806,1933,96,35.1730269,-119.5175727,12
Single Family Residential,11028 E Avenue R,Littlerock,CA,93543,455000,3,1,825,58806,1955,552,34.5724552,-117.933152,69
Single Family Residential,2239 Hoberg Rd,Borrego Springs,CA,92004,640000,3,2.5,2071,58806,2000,309,33.2669179,-116.3991,71
Single Family Residential,13046 Oak Crest Dr,Yucaipa,CA,92399,939000,3,2.5,2790,58880,1987,337,34.0166646,-116.9642514,45
Single Family Residential,12087 Via Trevi,Lakeside,CA,92040,1650000,4,3.5,3392,59241,2017,486,32.9003541,-116.8976618,31
Single Family Residential,30181 Knight Ct,Tehachapi,CA,93561,869000,7,4,3133,59242,2024,277,35.163145,-118.667766,76
Single Family Residential,71850 Jaguar Way,Palm Desert,CA,92260,2355000,6,5.5,3483,59242,2018,676,33.6871739,-116.4105402,135
Single Family Residential,22427 Steeplechase Ln,Diamond Bar,CA,91765,3480000,6,8,5555,59276,1990,626,33.979314,-117.8234954,223
Single Family Residential,22427 Steeplechase Ln,Diamond Bar,CA,91765,3480000,6,8,5555,59276,1990,626,33.979314,-117.8234954,223
Single Family Residential,22427 Steeplechase Ln,Diamond Bar,CA,91765,3480000,6,8,5555,59276,1990,626,33.979314,-117.8234954,223
Single Family Residential,25565 Burns Pl,Stevenson Ranch,CA,91381,919999,3,2.5,1706,59377,1995,539,34.3908154,-118.5836797,27
Single Family Residential,25561 Burns Pl,Stevenson Ranch,CA,91381,969000,4,3,1994,59377,1995,486,34.3908792,-118.5836051,126
Single Family Residential,2966 Zane Grey,Altadena,CA,91001,2680000,3,3,2303,59632,1963,1164,34.1956622,-118.1195954,140
Single Family Residential,14980 Via De La Valle,Del Mar,CA,92014,3275000,3,4,3042,59677,1973,1077,32.9850476,-117.2181077,49
Single Family Residential,16612 Edge Gate Dr,Riverside,CA,92504,1250000,4,3.5,3512,59677,2003,356,33.859587,-117.372577,133
Single Family Residential,16612 Edge Gate Dr,Riverside,CA,92504,1250000,4,3.5,3512,59677,2003,356,33.859587,-117.372577,133
Single Family Residential,20896 Oak View Ct,Covina,CA,91724,3100000,4,4.5,3630,59929,2026,854,34.073992,-117.846324,95
Single Family Residential,20896 Oak View Ct,Covina,CA,91724,3100000,4,4.5,3630,59929,2026,854,34.073992,-117.846324,95
Single Family Residential,25323 Bayside Pl,Harbor City,CA,90710,735000,3,2.5,1418,60076,1999,518,33.7940052,-118.2917913,27
Single Family Residential,11380 N Ventura Ave,Ojai,CA,93023,1340000,4,3,1398,60112,1928,959,34.4216401,-119.2894454,40
Single Family Residential,30 Stagecoach Rd,Bell Canyon,CA,91307,2695000,4,3.5,3539,60112,1978,762,34.2074754,-118.6857855,69
Single Family Residential,6911 Engineers Rd,Julian,CA,92036,649000,2,1,1264,60112,2005,513,33.0059082,-116.620748,95
Single Family Residential,2243 Feather Rock Rd,Diamond Bar,CA,91765,2150000,4,4,4400,60113,1976,489,33.9843783,-117.8159176,46
Single Family Residential,2243 Feather Rock Rd,Diamond Bar,CA,91765,2150000,4,4,4400,60113,1976,489,33.9843783,-117.8159176,46
Single Family Residential,2243 Feather Rock Rd,Diamond Bar,CA,91765,2150000,4,4,4400,60113,1976,489,33.9843783,-117.8159176,46
Single Family Residential,28869 Broken Arrow Cir,Menifee,CA,92584,895500,4,2.5,2450,60548,1988,366,33.6372725,-117.1554732,81
Single Family Residential,15658 Wells Fargo St,Hesperia,CA,92345,649000,4,2.5,2411,60984,2025,269,34.3856729,-117.3214512,2
Single Family Residential,1941 Myrtlewood Ave,Colton,CA,92324,689900,5,3,2485,60984,1964,278,34.0367438,-117.2880069,4
Single Family Residential,1421 Rincon Rd,Escondido,CA,92025,1250000,4,3,2431,60984,1961,514,33.1138859,-117.0664666,18
Single Family Residential,17405 Baseline Ave,Fontana,CA,92336,1349900,5,2,1955,60984,1949,690,34.1209613,-117.4248259,31
Single Family Residential,120 Franklin Ave,Redlands,CA,92373,1200000,4,3,2131,60984,1961,563,34.0377521,-117.16394,44
Single Family Residential,17560 Santa Ana Ave,Bloomington,CA,92316,2950000,2,1.5,1560,60984,1932,1891,34.0561229,-117.4213223,122
Single Family Residential,17560 Santa Ana Ave,Bloomington,CA,92316,2950000,2,1.5,1560,60984,1932,1891,34.0561229,-117.4213223,122
Single Family Residential,20818 W Bur Oak Cir,Porter Ranch,CA,91326,1575000,4,3,2189,61158,2021,720,34.2934342,-118.5875702,53
Single Family Residential,14927 Leffingwell Rd #22,Whittier,CA,90604,479900,2,1,897,61409,1982,535,33.9268257,-118.0128499,38
Single Family Residential,14927 Leffingwell Rd #22,Whittier,CA,90604,479900,2,1,897,61409,1982,535,33.9268257,-118.0128499,39
Single Family Residential,1710 Via Allondra,San Marcos,CA,92078,3325000,4,4.5,5150,61419,1992,646,33.1170228,-117.2213765,49
Single Family Residential,2836 Mesa Grove Rd,Fallbrook,CA,92028,1590000,4,3.5,2767,61420,2014,575,33.3416564,-117.1635909,31
Single Family Residential,7033 Stewart And Gray Rd #6,Downey,CA,90241,498000,3,2,1285,61695,1973,388,33.9441821,-118.1606784,48
Single Family Residential,27018 California Ct,Valencia,CA,91381,1274000,4,4.5,3556,61716,2022,358,34.4219358,-118.6070225,53
Single Family Residential,197 Morro Hills Rd,Fallbrook,CA,92028,1474999,4,3,3585,61855,2001,411,33.3037336,-117.2479999,107
Single Family Residential,318 N Terrace View Dr,Monrovia,CA,91016,2795000,4,3,4211,61869,1987,664,34.1561174,-118.0207758,185
Single Family Residential,6008 E Avenue T2,Palmdale,CA,93552,588800,4,2.5,2344,62334,1966,251,34.540566,-118.02299,329
Single Family Residential,20827 E Mesarica Rd,Covina,CA,91724,3188000,8,6.5,7020,62486,1955,454,34.0843931,-117.8467421,24
Single Family Residential,20827 E Mesarica Rd,Covina,CA,91724,3188000,8,6.5,7020,62486,1955,454,34.0843931,-117.8467421,24
Single Family Residential,31611 157th St E,Llano,CA,93544,530000,3,3,2916,62488,1960,182,34.4658388,-117.8486135,17
Single Family Residential,1605 Walter Ct,Colton,CA,92324,1800000,4,6.5,7225,62726,1979,249,34.0425172,-117.2885744,62
Single Family Residential,8447 Tamarind Ave,Fontana,CA,92335,1850000,3,2,1307,62742,1951,1415,34.1002249,-117.4223402,74
Single Family Residential,17798 Cherry St,Hesperia,CA,92345,465000,4,3,1760,62800,1986,264,34.4286854,-117.2748304,14
Single Family Residential,1436 La Riata Dr,La Habra Heights,CA,90631,2298800,5,3,5595,62923,1949,411,33.9502437,-117.9805913,196
Single Family Residential,1436 La Riata Dr,La Habra Heights,CA,90631,2298800,5,3,5595,62923,1949,411,33.9502437,-117.9805913,196
Single Family Residential,7891 Minnesota Rd,Corona,CA,92881,850000,5,2,2066,63162,1954,411,33.8356135,-117.520681,2
Single Family Residential,1166 El Mirage,El Mirage,CA,92301,300000,2,1,1167,63460,1963,257,34.602823,-117.643774,179
Single Family Residential,12649 Via Vigneto,Lakeside,CA,92040,1250000,3,2.5,2926,63597,2022,427,32.8998146,-116.9007406,73
Single Family Residential,19815 Grand Ave,Lake Elsinore,CA,92530,649999,3,2,1152,63598,1975,564,33.6169062,-117.3103488,1
Single Family Residential,12257 Skywood Ct,Riverside,CA,92503,1174990,3,2,1986,63598,1963,592,33.8671002,-117.4475776,37
Single Family Residential,2360 Oakleaf Canyon Rd,Walnut,CA,91789,2480000,5,6.5,5219,63654,1981,475,33.9786743,-117.8627737,11
Single Family Residential,2360 Oakleaf Canyon Rd,Walnut,CA,91789,2480000,5,6.5,5219,63654,1981,475,33.9786743,-117.8627737,12
Single Family Residential,2360 Oakleaf Canyon Rd,Walnut,CA,91789,2480000,5,6.5,5219,63654,1981,475,33.9786743,-117.8627737,12
Multi-Family (5+ Unit),1040 May Ln,Barstow,CA,92311,1800000,28,28,10656,63939,1986,169,34.886686,-117.0323398,13
Single Family Residential,1901 Esplendido Ave,Vista,CA,92084,988000,3,2.5,2233,64033,1958,442,33.1741231,-117.1886919,8
Single Family Residential,9769 River Dr,Descanso,CA,91916,969000,3,2.5,2072,64033,1989,468,32.8658161,-116.617283,92
Single Family Residential,1184 Mellow Ln,Simi Valley,CA,93065,1549500,4,2,1900,64033,1978,816,34.246516,-118.7767112,95
Single Family Residential,2235 Villa Heights Rd,Pasadena,CA,91107,3495000,4,3,3234,64236,1950,1081,34.181824,-118.0824547,54
Single Family Residential,22702 Timbertop Ln,Diamond Bar,CA,91765,3200000,10,8.5,8306,64348,1969,385,33.9802395,-117.8204501,28
Single Family Residential,22702 Timbertop Ln,Diamond Bar,CA,91765,3200000,10,8.5,8306,64348,1969,385,33.9802395,-117.8204501,28
Single Family Residential,22702 Timbertop Ln,Diamond Bar,CA,91765,3200000,10,8.5,8306,64348,1969,385,33.9802395,-117.8204501,28
Single Family Residential,13545 Village Ln,Sylmar,CA,91342,799000,4,3,2094,64802,2009,382,34.317722,-118.465272,13
Single Family Residential,2831 Cygnet Rd,Pinon Hills,CA,92372,625000,4,3.5,3018,64904,1987,207,34.4010613,-117.6003025,24
Single Family Residential,5590 Calle Vista Linda,Yorba Linda,CA,92887,2499000,4,3.5,3363,65000,1984,743,33.8800817,-117.7727719,11
Single Family Residential,5590 Calle Vista Linda,Yorba Linda,CA,92887,2499000,4,3.5,3363,65000,1984,743,33.8800817,-117.7727719,12
Single Family Residential,5590 Calle Vista Linda,Yorba Linda,CA,92887,2499000,4,3.5,3363,65000,1984,743,33.8800817,-117.7727719,12
Single Family Residential,12830 Wildflower Ln,Riverside,CA,92503,1250000,5,3.5,4150,65340,2000,301,33.8792712,-117.4387844,7
Single Family Residential,12830 Wildflower Ln,Riverside,CA,92503,1250000,5,3.5,4150,65340,2000,301,33.8792712,-117.4387844,7
Single Family Residential,15495 Washington St,Riverside,CA,92506,999900,4,2,3026,65340,1969,330,33.8935302,-117.3784541,12
Single Family Residential,15074 Richmond Ave,Victorville,CA,92392,265000,3,1,1170,65340,1962,226,34.5241236,-117.3975283,18
Single Family Residential,3698 Camino De Las Lomas,Vista,CA,92084,1989000,4,3.5,3950,65340,1995,504,33.2002054,-117.1798231,76
Multi-Family (2-4 Unit),421 E Commonwealth Ave,San Jacinto,CA,92583,565000,5,4,2500,65340,1962,226,33.7694507,-116.95478,164
Single Family Residential,28964 Quail Run Ct,Lake Arrowhead,CA,92352,2675000,5,4.5,4651,65340,2010,575,34.2432366,-117.1717762,368
Single Family Residential,18340 Delicious St,Adelanto,CA,92301,398800,3,3,1234,65605,1955,323,34.5834456,-117.4143374,46
Single Family Residential,12720 Farmington St,Oak Hills,CA,92344,850000,4,3,2980,65775,2005,285,34.3764742,-117.3857039,15
Single Family Residential,1379 Sunny Heights Rd,Fallbrook,CA,92028,1699000,7,5.5,4131,65775,1986,411,33.3976331,-117.2022968,45
Single Family Residential,3548 Rosa Way,Fallbrook,CA,92028,2950000,4,3.5,3892,65776,1989,758,33.3894605,-117.1873959,46
Single Family Residential,30525 Old Windmill Rd,Menifee,CA,92584,1300000,2,2,1740,66211,1979,747,33.6773935,-117.1825121,142
Single Family Residential,7341 Joshua View Dr,Yucca Valley,CA,92284,359900,2,1,1248,66440,1962,288,34.119282,-116.4104778,75
Single Family Residential,26974 Colonial Ln,Valencia,CA,91355,846000,3,3,2069,66442,2001,409,34.427591,-118.561612,18
Single Family Residential,35010 Cedar Rd,Barstow,CA,92311,285000,3,1.5,1102,66600,1958,259,34.8872274,-117.1028815,6
Single Family Residential,2050 Buena Village Dr,Vista,CA,92084,2975000,5,4.5,4090,66646,2007,727,33.1788523,-117.2049136,3
Single Family Residential,5326 Calarosa Ranch Rd,Camarillo,CA,93012,3499000,5,5.5,5169,66646,2004,677,34.2376871,-118.9981878,53
Single Family Residential,21992 Wilgen Rd,Escondido,CA,92029,2359000,5,4.5,3829,66646,2020,616,33.1102759,-117.1401279,58
Single Family Residential,18029 Broomall Ave,Lake Elsinore,CA,92530,1550000,4,4.5,4415,67082,1927,351,33.6324548,-117.3415171,20
Single Family Residential,3819 Foxglove Ln,Fallbrook,CA,92028,898747,3,2,1680,67082,1987,535,33.3406213,-117.1745301,60
Single Family Residential,29130 Bald Eagle Rdg,Lake Arrowhead,CA,92352,2700000,7,6,6294,67082,1988,429,34.2412,-117.1678673,350
Single Family Residential,24854 Noelle Way,Newhall,CA,91321,848000,4,3,1877,67098,2003,452,34.3783628,-118.5417845,13
Single Family Residential,582 Sunset View Rd,Twin Peaks,CA,92391,539000,2,2,1400,67177,1922,385,34.2430163,-117.2430404,5
Single Family Residential,14258 Arbolitos Dr,Poway,CA,92064,1599000,3,3,2417,67518,1988,662,32.9759434,-117.0537282,4
Single Family Residential,701 Oleander Ave,Bakersfield,CA,93304,1390000,6,8.5,5447,67822,1888,255,35.3639656,-119.0260186,61
Single Family Residential,16204 Orchard Bend Rd,Poway,CA,92064,2395000,5,4,4062,67953,1963,590,33.0084042,-117.0314312,54
Single Family Residential,26227 Grant Ave,Hemet,CA,92544,525000,3,3,1516,67954,1980,346,33.742575,-116.8813453,80
Single Family Residential,8 Quail Ridge Rd S,Rolling Hills,CA,90274,2750000,4,3,3165,68033,1951,869,33.7554832,-118.3536193,358
Single Family Residential,42365 Vista Montana Ct,Temecula,CA,92590,1919000,4,4.5,4381,68389,2010,438,33.505511,-117.18817,282
Single Family Residential,9712 Pine Orchard St,Pacoima,CA,91331,750000,4,3,2061,68683,2014,364,34.246774,-118.4113844,63
Single Family Residential,2424 Gird Rd,Fallbrook,CA,92028,1599999,4,3.5,4102,68825,2002,390,33.349172,-117.1943914,1
Single Family Residential,9990 Cherry Ave,Cherry Valley,CA,92223,714999,3,2,1740,69260,1997,411,33.976283,-116.962924,2
Single Family Residential,1755 Sunnyslope Rd,Pinon Hills,CA,92397,455000,3,2,2040,69260,1999,223,34.411313,-117.624068,154
Single Family Residential,801 Box Canyon Rd,Canoga Park,CA,91304,1499900,3,3.5,2372,69696,1987,632,34.2540746,-118.6491676,12
Single Family Residential,34 Chuckwagon Rd,Rolling Hills,CA,90274,3290000,4,3.5,3028,69696,1964,1087,33.7607179,-118.3400257,112
Single Family Residential,649 W Gladstone St,San Dimas,CA,91773,3400000,2,1,2113,70205,1929,1609,34.1141156,-117.8199933,435
Single Family Residential,649 W Gladstone St,San Dimas,CA,91773,3400000,2,1,2113,70205,1929,1609,34.1141156,-117.8199933,435
Single Family Residential,24750 Anderson Way,Loma Linda,CA,92354,849000,3,2,1969,70567,2004,431,34.0420156,-117.2645292,136
Single Family Residential,10166 Rancho Roble Rd,Escondido,CA,92026,1700000,5,3.5,4140,71002,2008,411,33.2078054,-117.1077747,3
Multi-Family (2-4 Unit),5827 Old Woman Springs Rd,Johnson Valley,CA,92285,370000,3,3,1360,71002,1962,272,34.356601,-116.530198,33
Multi-Family (5+ Unit),61850 Chollita Rd,Joshua Tree,CA,92252,2050000,0,1,13451,71002,1964,152,34.1377314,-116.3141042,153
Single Family Residential,33220 Wilson St,Wildomar,CA,92595,1350000,4,3,3657,71003,2005,369,33.5996844,-117.2869799,35
Single Family Residential,20535 Martingale Pl,Saugus,CA,91350,760000,2,3,1987,71107,2020,382,34.429736,-118.4980741,44
Single Family Residential,16695 Indianola Ave,Kingsburg,CA,93631,1125000,4,2.5,2926,71438,2004,384,36.4929864,-119.585218,17
Single Family Residential,12827 W Hemingway Dr,San Fernando,CA,91340,739900,4,2.5,1754,71441,2017,422,34.288754,-118.412148,32
Single Family Residential,1916 Rawhide Dr,West Covina,CA,91791,899999,4,3,2082,71611,1997,432,34.0426372,-117.9058655,10
Single Family Residential,21395 Highway 243,Idyllwild,CA,92549,895000,4,3,2300,71874,1961,389,33.782086,-116.749269,4
Multi-Family (2-4 Unit),8410 Mulberry Ave,Fontana,CA,92335,2498800,9,8.5,6400,72165,2015,390,34.1008452,-117.5071214,74
Multi-Family (2-4 Unit),8410 Mulberry Ave,Fontana,CA,92335,2498800,9,8.5,6400,72165,2015,390,34.1008452,-117.5071214,74
